gene_0001	seripauperin PAU8
gene_2326	mRNA splicing protein SMD1
gene_2327	U4/U6-U5 snRNP complex subunit PRP38
gene_2328	mitochondrial 54S ribosomal protein YmL25
gene_2329	Pex8p
gene_2330	tubulin-binding prefolding complex subunit PAC10
gene_2331	hypothetical protein
gene_2332	Twf1p
gene_2333	Slx9p
gene_2334	Tom20p
gene_2335	translation initiation factor eIF2B subunit delta
gene_2336	mitochondrial 37S ribosomal protein YmS-A
gene_2337	ribosomal 60S subunit protein L11B
gene_2338	lipid-binding protein PIL1
gene_2339	indolepyruvate decarboxylase 6
gene_2340	catalase T
gene_2341	Nnf2p
gene_2343	rRNA-processing protein UTP22
gene_2344	U4/U6-U5 snRNP complex subunit PRP31
gene_2345	serine/threonine-protein kinase DBF2
gene_2346	Drn1p
gene_2347	valine--tRNA ligase
gene_2348	exosome non-catalytic core subunit RRP46
gene_2349	thiamine transporter TPC1
gene_2350	Ask10p
gene_2351	separase
gene_2352	Tel2p
gene_2353	Mdr1p
gene_2354	rhomboid protease PCP1
gene_2355	glutamyl-tRNA(Gln) amidotransferase subunit F
gene_2356	mRNA-binding ribosome synthesis protein NOP7
gene_2357	Srb5p
gene_2358	Vma21p
gene_2359	Voa1p
gene_2362	B-type cyclin CLB1
gene_2363	B-type cyclin CLB6
gene_2365	gag-pol fusion protein
gene_2366	gag protein
gene_2367	carboxylic ester hydrolase
gene_2368	hypothetical protein
gene_2369	Shy1p
gene_2370	Dam1p
gene_2371	chromatin-remodeling histone chaperone SPT6
gene_2372	hypothetical protein
gene_2373	ribosomal 40S subunit protein S23A
gene_2374	FG-nucleoporin NUP57
gene_2375	Golgi transport complex subunit COG2
gene_2377	ammonium permease MEP1
gene_2378	hypothetical protein
gene_2379	hypothetical protein
gene_2381	protein serine/threonine phosphatase
gene_2383	asparagine synthase (glutamine-hydrolyzing) 2
gene_2384	hypothetical protein
gene_2385	hypothetical protein
gene_2386	hypothetical protein
gene_2387	Utp8p
gene_2388	Syf2p
gene_2389	hypothetical protein
gene_2390	Fhn1p
gene_2391	prohibitin subunit PHB1
gene_2392	E2 ubiquitin-protein ligase peroxin 4
gene_2393	CCR4-NOT core subunit CAF130
gene_2394	proteasome core particle subunit alpha 3
gene_2395	Lsb1p
gene_2396	spermine transporter
gene_2397	Cbf2p
gene_2398	Vps62p
gene_2399	Btn2p
gene_2401	beta-glucan synthesis-associated protein SKN1
gene_2403	thiamine thiazole synthase
gene_2404	ribosome biosynthesis protein ENP2
gene_2405	Ecl1p
gene_2406	hypothetical protein
gene_2407	Nat2p
gene_2408	ribosomal 60S subunit protein L24B
gene_2409	glycerophosphocholine acyltransferase
gene_2410	Ccm1p
gene_2412	Ras family GTPase RSR1
gene_2413	hypothetical protein
gene_2414	omega-class glutathione transferase
gene_2415	cystathionine beta-synthase CYS4
gene_2416	cleavage polyadenylation factor subunit PTI1
gene_2417	phosphatidylethanolamine N-methyltransferase
gene_2418	exosome non-catalytic core subunit MTR3
gene_2419	Nsr1p
gene_2420	Rts3p
gene_2421	hypothetical protein
gene_2422	gag-pol fusion protein
gene_2423	gag protein
gene_2424	gag-pol fusion protein
gene_2425	gag protein
gene_2427	translation initiation factor eIF4G
gene_2428	Gtr2p
gene_2429	hypothetical protein
gene_2431	mitochondrial 37S ribosomal protein MRPS35
gene_2432	Trs65p
gene_2433	Clc1p
gene_2434	hypothetical protein
gene_2435	pseudouridine synthase PUS6
gene_2436	Lso2p
gene_2437	phosphatidylserine decarboxylase 2
gene_2438	methionine--tRNA ligase MSM1
gene_2439	transporter YIP1
gene_2440	Rbg2p
gene_2442	Cbp4p
gene_2443	hypothetical protein
gene_2444	squalene monooxygenase
gene_2445	alcohol O-acetyltransferase
gene_2446	Pbp1p
gene_2447	Okp1p
gene_2448	ribonucleotide-diphosphate reductase subunit RNR4
gene_2450	protein translocase subunit TIM13
gene_2451	ubiquinol--cytochrome-c reductase subunit 9
gene_2452	E3 ubiquitin-protein ligase UBR1
gene_2453	tyrosine--tRNA ligase TYS1
gene_2454	transcription factor IIF subunit TFG1
gene_2455	Hgh1p
gene_2456	protein kinase BUB1
gene_2458	transglycosylase
gene_2460	histidine permease
gene_2461	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH3
gene_2462	Pdx1p
gene_2463	xylulokinase
gene_2464	exosome non-catalytic core subunit SKI6
gene_2465	Fyv8p
gene_2466	Sng1p
gene_2467	Ypp1p
gene_2468	dolichyl-phosphate-mannose-protein mannosyltransferase PMT6
gene_2469	Elongator subunit ELP2
gene_2470	hypothetical protein
gene_2471	choline-phosphate cytidylyltransferase
gene_2472	phosphatase YCH1
gene_2473	trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase ADE3
gene_2474	hypothetical protein
gene_2475	putative ATP-dependent kinase
gene_2476	ubiquitin-binding ESCRT-I subunit protein MVB12
gene_2477	Cir1p
gene_2478	phosphoserine phosphatase
gene_2479	thioredoxin TRX2
gene_2480	hypothetical protein
gene_2481	zinc finger-containing protein ZPR1
gene_2482	N-acetyltransferase
gene_2483	Rta1p
gene_2484	ribosomal 40S subunit protein S0A
gene_2485	mitochondrial 37S ribosomal protein RSM27
gene_2486	phosphatidylinositol N-acetylglucosaminyltransferase
gene_2487	Cch1p
gene_2489	exportin CRM1
gene_2490	mitochondrial 54S ribosomal protein YmL9
gene_2491	Tos2p
gene_2494	Pet54p
gene_2495	Hsv2p
gene_2496	azole transporter
gene_2497	Ama1p
gene_2498	dolichyl-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-dolichol alpha-1,2- glucosyltransferase
gene_2499	Smi1p
gene_2500	Bns1p
gene_2501	prohibitin subunit PHB2
gene_2502	Nas6p
gene_2503	Pho81p
gene_2504	flavohemoglobin
gene_2505	Mic26p
gene_2506	Spg1p
gene_2507	hypothetical protein
gene_2508	Kel2p
gene_2509	Pex21p
gene_2510	6-phosphofructokinase subunit alpha
gene_2511	hypothetical protein
gene_2512	Yap1802p
gene_2513	mitochondrial pyruvate carrier
gene_2514	succinate--CoA ligase (GDP-forming) subunit beta
gene_2515	Sda1p
gene_2516	transcription factor TFIIIB subunit BRF1
gene_2517	2',3'-cyclic-nucleotide 3'-phosphodiesterase
gene_2518	6-phosphogluconolactonase SOL4
gene_2519	Mga1p
gene_2520	Rie1p
gene_2521	Nop19p
gene_2522	histone acetyltransferase GCN5
gene_2523	proteasome core particle subunit alpha 5
gene_2524	phosphopyruvate hydratase ENO1
gene_2525	putative N,N-dimethylaniline monooxygenase COQ6
gene_2527	phosphogluconate dehydrogenase (decarboxylating) GND2
gene_2528	Mtm1p
gene_2529	ssDNA endodeoxyribonuclease RAD2
gene_2530	Tna1p
gene_2531	Apl6p
gene_2532	serine/threonine protein kinase BUD32
gene_2533	steryl deacetylase
gene_2534	methionine--tRNA ligase MES1
gene_2535	hypothetical protein
gene_2536	GTP cyclohydrolase I
gene_2537	Hua1p
gene_2538	Yta7p
gene_2539	putative RNA helicase
gene_2540	Efg1p
gene_2541	hypothetical protein
gene_2542	Taf1p
gene_2543	Rtt102p
gene_2544	Rnh70p
gene_2545	putative pantetheine-phosphate adenylyltransferase
gene_2546	U2-type spliceosomal complex subunit CWC22
gene_2547	putative family 17 glucosidase
gene_2548	telomerase inhibitor
gene_2549	ATP-binding cassette transporter YOR1
gene_2550	glucan 1,3-beta-glucosidase
gene_2551	putative methyltransferase
gene_2552	Erv29p
gene_2553	zuotin
gene_2554	biotin synthase
gene_2555	oligo-1,6-glucosidase IMA1
gene_2556	transcription factor MAL13
gene_2557	alpha-glucoside permease
gene_2558	alpha-glucosidase MAL12
gene_2559	seripauperin PAU12
gene_2560	Cos6p
gene_2561	Y' element ATP-dependent helicase protein 1 copy 3
gene_2562	hypothetical protein
gene_2563	hypothetical protein
gene_2564	hypothetical protein
gene_2565	Cos8p
gene_2566	siderophore transporter
gene_2567	seripauperin PAU13
gene_2568	DUP240 family protein
gene_2569	Ecm34p
gene_2570	hypothetical protein
gene_2571	hypothetical protein
gene_2572	siderophore transporter
gene_2573	protein-lysine N-methyltransferase
gene_2574	Cbp2p
gene_2575	hypothetical protein
gene_2576	Mup3p
gene_2577	putative ATP-binding cassette multidrug transporter VMR1
gene_2578	Sbp1p
gene_2579	ribosomal 60S subunit protein L8A
gene_2580	glycerol kinase
gene_2581	Gos1p
gene_2582	Ecm29p
gene_2583	Oca5p
gene_2584	Wsc4p
gene_2585	alkaline-responsive transcriptional regulator RIM101
gene_2586	hypothetical protein
gene_2587	Snf6p
gene_2588	Rim4p
gene_2589	Npr3p
gene_2591	Spo11p
gene_2592	Aim17p
gene_2593	transcriptional regulator OPI1
gene_2594	Apm2p
gene_2595	4a-hydroxytetrahydrobiopterin dehydratase
gene_2596	hypothetical protein
gene_2597	Dur3p
gene_2598	hypothetical protein
gene_2599	ribosomal 40S subunit protein S20
gene_2600	Ylf2p
gene_2601	Otu2p
gene_2602	UTP--glucose-1-phosphate uridylyltransferase
gene_2603	ribose phosphate diphosphokinase subunit PRS3
gene_2604	Etp1p
gene_2605	Yap3p
gene_2607	gag-pol fusion protein
gene_2608	gag protein
gene_2609	hypothetical protein
gene_2610	mitogen-activated protein kinase kinase kinase kinase STE20
gene_2611	Shu1p
gene_2612	hypothetical protein
gene_2613	mitochondrial 37S ribosomal protein MRP4
gene_2614	sphingosine N-acyltransferase LAG1
gene_2615	ESCRT-0 subunit protein HSE1
gene_2616	ribosomal 60S subunit protein L14B
gene_2617	oxysterol-binding protein related protein OSH7
gene_2618	ubiquinol--cytochrome-c reductase subunit 10
gene_2619	coenzyme A transporter
gene_2620	tRNA threonylcarbamoyladenosine dehydratase
gene_2621	Nem1-Spo7 phosphatase catalytic subunit NEM1
gene_2622	guanine nucleotide-binding protein subunit alpha
gene_2623	protein transporter TIM10
gene_2625	Stp2p
gene_2626	sterol 14-demethylase
gene_2627	hypothetical protein
gene_2628	superoxide dismutase SOD2
gene_2629	Tda3p
gene_2630	ribosomal 60S subunit protein L27A
gene_2631	putative serine--tRNA ligase DIA4
gene_2632	retromer subunit VPS29
gene_2633	peptide alpha-N-acetyltransferase complex A subunit ARD1
gene_2634	Spo13p
gene_2637	Mip6p
gene_2638	Ysc84p
gene_2639	Ysc83p
gene_2640	argininosuccinate lyase ARG4
gene_2641	asparagine--tRNA ligase DED81
gene_2642	proline--tRNA ligase
gene_2644	ribosomal 40S subunit protein S27B
gene_2645	Ecm12p
gene_2646	hypothetical protein
gene_2647	hypothetical protein
gene_2648	myosin 1
gene_2649	mitochondrial-processing protease subunit alpha
gene_2650	homoserine kinase
gene_2651	H(+)-transporting V0 sector ATPase subunit c''
gene_2652	proteasome regulatory particle base subunit RPN1
gene_2653	Dap2p
gene_2654	Yhi9p
gene_2655	mitogen-activated serine/threonine-protein kinase SLT2
gene_2656	Rrm3p
gene_2657	Erc1p
gene_2658	putative glutamate 5-kinase
gene_2659	Pih1p
gene_2660	Nel1p
gene_2661	Brl1p
gene_2662	1-pyrroline-5-carboxylate dehydrogenase
gene_2663	Rrf1p
gene_2664	meiotic recombination directing protein
gene_2665	H(+)-transporting V1 sector ATPase subunit G
gene_2666	Bcd1p
gene_2667	Srb2p
gene_2668	Ncp1p
gene_2669	2-deoxyglucose-6-phosphatase
gene_2670	2-deoxyglucose-6-phosphatase
gene_2671	hypothetical protein
gene_2672	inositol monophosphate 1-phosphatase INM1
gene_2673	arginine/alanine aminopeptidase
gene_2674	Yhk8p
gene_2675	putative serine hydrolase
gene_2676	divalent metal ion transporter SMF2
gene_2677	hypothetical protein
gene_2678	cytochrome c oxidase subunit VI
gene_2679	Cic1p
gene_2681	metallothionein CUP1
gene_2682	hypothetical protein
gene_2684	metallothionein CUP1
gene_2685	Rsc30p
gene_2686	peptidylprolyl isomerase CPR2
gene_2687	mediator complex subunit MED6
gene_2688	Fyv4p
gene_2689	Vma22p
gene_2690	Gic1p
gene_2691	RNA-binding RNA processing protein RPP1
gene_2692	2-dehydropantoate 2-reductase PAN5
gene_2693	Ssz1p
gene_2694	RNA-dependent ATPase RRP3
gene_2695	rRNA-binding ribosome biosynthesis protein
gene_2696	hydroxyacyl-thioester dehydratase HTD2
gene_2697	deoxyhypusine synthase
gene_2698	exosome non-catalytic core subunit RRP4
gene_2699	tRNA (guanine) methyltransferase
gene_2700	Pcl5p
gene_2702	lanosterol synthase ERG7
gene_2703	snoRNP complex protein NOP10
gene_2704	oxysterol-binding protein related protein OSH3
gene_2705	glutamine-dependent NAD(+) synthetase
gene_2706	carboxylesterase-mitochondrial 37S ribosomal protein YmS2
gene_2707	type 2C protein phosphatase PTC7
gene_2708	Nmd2p
gene_2709	hypothetical protein
gene_2710	bifunctional endoribonuclease/protein kinase IRE1
gene_2711	Sae3p
gene_2712	Lam4p
gene_2713	Lrp1p
gene_2714	putative serine/threonine protein kinase KSP1
gene_2715	SAM complex subunit SAM35
gene_2716	homeodomain family transcription factor STE12
gene_2717	Ipi1p
gene_2718	Nam8p
gene_2719	hypothetical protein
gene_2720	Rtc3p
gene_2721	rRNA-binding ribosome biosynthesis protein RPF1
gene_2722	H/ACA snoRNP pseudouridylase subunit GAR1
gene_2723	histone acetyltransferase YNG2
gene_2724	arginine--tRNA ligase MSR1
gene_2725	hexose transporter HXT4
gene_2726	Aht1p
gene_2727	hexose transporter HXT1
gene_2728	hexose transporter HXT5
gene_2729	hypothetical protein
gene_2730	Sfb3p
gene_2731	histone acetyltransferase TRA1
gene_2732	phosphatidylglycerophosphatase
gene_2733	Big1p
gene_2734	putative serine/threonine protein kinase KIC1
gene_2735	Sbe22p
gene_2736	trifunctional aldehyde reductase/xylose reductase/glucose 1-dehydrogenase (NADP(+))
gene_2737	Ypt35p
gene_2738	thioredoxin-disulfide reductase TRR2
gene_2739	septin CDC12
gene_2740	phosphatidylinositol 4-phosphate-binding protein
gene_2741	cytochrome c lysine N-methyltransferase
gene_2742	Erp5p
gene_2743	Uba4p
gene_2744	putative cystathionine beta-lyase
gene_2745	aspartyl aminopeptidase
gene_2746	Bzz1p
gene_2747	ubiquitin-conjugating protein DMA1
gene_2748	Cox23p
gene_2749	protein channel TOM71
gene_2750	origin recognition complex subunit 6
gene_2751	histone methyltransferase SET1
gene_2752	mismatch repair ATPase MSH1
gene_2753	Lsm12p
gene_2754	iron-sulfur cluster assembly protein CIA2
gene_2755	bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase
gene_2756	transcription factor NDT80
gene_2758	hypothetical protein
gene_2759	Ans1p
gene_2760	hypothetical protein
gene_2761	uracil phosphoribosyltransferase
gene_2762	actin-related protein 1
gene_2763	hypothetical protein
gene_2764	hypothetical protein
gene_2765	putative metallocarboxypeptidase
gene_2766	phosphatase regulator
gene_2767	Nsg1p
gene_2768	metalloendopeptidase WSS1
gene_2769	serine/threonine protein kinase YCK1
gene_2770	Spl2p
gene_2771	aromatic-amino-acid:2-oxoglutarate transaminase
gene_2772	hypothetical protein
gene_2773	Sps100p
gene_2774	hypothetical protein
gene_2775	hypothetical protein
gene_2777	ribosomal 60S subunit protein L42B
gene_2778	Chs7p
gene_2779	Dse2p
gene_2780	DNA-directed RNA polymerase core subunit RPC10
gene_2781	deoxycytidine monophosphate deaminase
gene_2783	Crp1p
gene_2784	mitochondrial 54S ribosomal protein YmL16
gene_2785	snoRNA-binding rRNA-processing protein IMP3
gene_2786	Skg6p
gene_2787	Pex28p
gene_2788	Mtc6p
gene_2789	Spo12p
gene_2790	Spo16p
gene_2791	Rtt107p
gene_2792	Lam1p
gene_2794	U5 snRNP complex subunit LIN1
gene_2795	Rec104p
gene_2796	Kel1p
gene_2797	Tda11p
gene_2798	Pex18p
gene_2799	Yap1801p
gene_2800	mitochondrial pyruvate carrier
gene_2801	6-phosphogluconolactonase SOL3
gene_2802	bifunctional ATP-dependent DNA helicase/ssDNA endodeoxyribonuclease DNA2
gene_2803	U4/U6-U5 snRNP complex subunit PRP8
gene_2804	anaphase promoting complex subunit CDC23
gene_2805	Thp2p
gene_2806	putative GTPase MTG2
gene_2807	ATP-dependent RNA helicase DBP8
gene_2808	ribosome-binding protein NMD3
gene_2809	Atg7p
gene_2810	Spc97p
gene_2811	hypothetical protein
gene_2812	phosphopyruvate hydratase ENO2
gene_2813	low-affinity Cu transporter
gene_2814	hypothetical protein
gene_2815	N,N-dimethylaniline monooxygenase
gene_2816	hypothetical protein
gene_2817	Stb5p
gene_2818	NADPH dehydrogenase
gene_2819	hypothetical protein
gene_2821	Svp26p
gene_2822	hypothetical protein
gene_2823	phosphogluconate dehydrogenase (decarboxylating) GND1
gene_2824	Ssp1p
gene_2825	Pfs1p
gene_2827	ubiquitin-binding TORC1 subunit KOG1
gene_2828	Elongator subunit IKI1
gene_2829	GPI-anchor transamidase subunit GPI16
gene_2830	aminoacyl-tRNA hydrolase
gene_2831	bifunctional farnesyl-diphosphate farnesyltransferase/squalene synthase
gene_2832	Ctf8p
gene_2833	Lnp1p
gene_2834	Egd2p
gene_2835	Mdm31p
gene_2836	Nvj1p
gene_2837	Utp9p
gene_2838	Rix1p
gene_2839	Aim18p
gene_2840	Aim46p
gene_2841	Nbl1p
gene_2842	proteasome regulatory particle base subunit RPN10
gene_2843	exopolyphosphatase
gene_2844	hypothetical protein
gene_2845	ribosomal 40S subunit protein S4B
gene_2846	alpha-1,2-mannosidase MNL1
gene_2847	serine/threonine protein kinase SCH9
gene_2848	kinase-regulated stress-responsive transcription factor SKN7
gene_2849	S-adenosylmethionine-dependent methyltransferase
gene_2850	branched-chain-amino-acid transaminase BAT1
gene_2851	S-adenosylmethionine-dependent methyltransferase
gene_2852	aldose 1-epimerase superfamily protein
gene_2853	flocculin FLO5
gene_2854	hypothetical protein
gene_2855	hypothetical protein
gene_2856	hypothetical protein
gene_2857	hypothetical protein
gene_2858	hypothetical protein
gene_2859	gag-pol fusion protein
gene_2860	gag protein
gene_2861	hypothetical protein
gene_2862	hypothetical protein
gene_2863	acid phosphatase PHO12
gene_2864	IMP dehydrogenase IMD2
gene_2865	hypothetical protein
gene_2866	hypothetical protein
gene_2867	Y' element ATP-dependent helicase
gene_2868	seripauperin PAU14
gene_2871	signal sequence-binding protein
gene_2872	oligo-1,6-glucosidase IMA3
gene_2875	Css1p
gene_2877	hypothetical protein
gene_2878	hypothetical protein
gene_2879	Nit1p
gene_2880	hypothetical protein
gene_2881	beta-fructofuranosidase SUC2
gene_2882	hypothetical protein
gene_2883	acetyl-CoA C-acyltransferase
gene_2884	formin BNR1
gene_2885	Aim20p
gene_2886	Coa1p
gene_2887	hypothetical protein
gene_2888	ubiquitin-specific protease UBP7
gene_2889	glycerol-3-phosphate dehydrogenase
gene_2890	Imp2'p
gene_2891	peptidylprolyl isomerase RRD1
gene_2892	hypothetical protein
gene_2893	Esl1p
gene_2894	Mcm10p
gene_2895	Mlp2p
gene_2896	ubiquitin-ribosomal 60S subunit protein L40A fusion protein
gene_2897	Sln1p
gene_2898	mitophagy protein ATG32
gene_2899	pantoate--beta-alanine ligase PAN6
gene_2900	kinetochore-associated Ndc80 complex subunit NDC80
gene_2901	TFIIH/NER complex ATPase/helicase subunit SSL2
gene_2902	chaperonin-containing T-complex subunit CCT2
gene_2903	Axl2p
gene_2904	Rev7p
gene_2905	tropomyosin TPM2
gene_2906	Tma108p
gene_2907	Om45p
gene_2908	Vhs2p
gene_2909	hypothetical protein
gene_2911	flavin adenine dinucleotide transporter FLX1
gene_2912	ribosomal 60S subunit protein L16A
gene_2913	Csm2p
gene_2914	forkhead family transcription factor FKH1
gene_2915	Asg1p
gene_2916	Tao3p
gene_2917	Met18p
gene_2918	Rrt14p
gene_2919	RSC chromatin remodeling complex ATPase subunit STH1
gene_2920	alpha-ketoglutarate dehydrogenase KGD1
gene_2921	acylglycerone-phosphate reductase
gene_2922	putative glucosidase SIM1
gene_2923	Pog1p
gene_2924	cation transporter
gene_2925	multidrug transporter
gene_2926	Rpi1p
gene_2927	Rho family GTPase RHO3
gene_2928	pheromone-regulated protein PRM5
gene_2929	histidinol-phosphate transaminase
gene_2930	FG-nucleoporin NUP159
gene_2931	putative porin POR2
gene_2932	mitogen-activated protein kinase tyrosine protein phosphatase SDP1
gene_2933	Hos4p
gene_2934	cytochrome c oxidase subunit Vb
gene_2935	Hpm1p
gene_2936	COPII subunit SEC24
gene_2937	putative metalloendopeptidase
gene_2938	Pfk26p
gene_2939	Mob1p
gene_2940	phosphatidylinositol 4,5-bisphosphate-binding protein
gene_2941	hypothetical protein
gene_2942	Hsp90 cochaperone SHQ1
gene_2943	Dph1p
gene_2944	hypothetical protein
gene_2945	hypothetical protein
gene_2947	Xbp1p
gene_2948	glucan 1,4-alpha-glucosidase
gene_2949	Fmc1p
gene_2950	glucose-induced degradation complex subunit FYV10
